,tweet_id,sentiment,content,processed_corpus
17502,1965677689,fun,@ReminisceSmith im only on 1800  lol,"['ReminisceSmith', 'im', '1800', 'lol']"
17637,1965728076,fun,I think I already regret telling rick I have an xbox... I'm losing him to that and twitter..  you still want it jimbo haha,"['think', 'already', 'regret', 'telling', 'rick', 'xbox', '...', ""'m"", 'losing', 'twitter', '..', 'still', 'want', 'jimbo', 'haha']"
17663,1965734837,fun,Ate huge set of Appetizers. full now,"['Ate', 'huge', 'set', 'Appetizers', 'full']"
17692,1965742731,fun,@spjwebster wish @njwebster was coming too  I guess we can make time for you though if we have to ;),"['spjwebster', 'wish', 'njwebster', 'coming', 'guess', 'make', 'time', 'though']"
17769,1965795413,fun,"@JadeSkylar - oh, COOL!! D. I'm going to like a bunchh of JB shows this summer... I am so broke now though  haha","['JadeSkylar', 'oh', 'COOL', 'D.', ""'m"", 'going', 'like', 'bunchh', 'JB', 'show', 'summer', '...', 'broke', 'though', 'haha']"
17812,1965807237,fun,The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,"['Hangover', 'movie', 'gon', 'na', 'hilarious', 'wish', 'could', 'see', 'crew']"
17923,1965834189,fun,@ghaliia Mabrook @iamMishal inta wain wil diet wain! @p0ach ma 3indi funoon,"['ghaliia', 'Mabrook', 'iamMishal', 'inta', 'wain', 'wil', 'diet', 'wain', 'p0ach', '3indi', 'funoon']"
17941,1965838657,fun,OMG Great Day Today Went To A Art Thingy  And Noe I Really Want A Zune HD  And The Bed Part Its Raining  Come Out Mister Sun,"['OMG', 'Great', 'Day', 'Today', 'Went', 'Art', 'Thingy', 'Noe', 'Really', 'Want', 'Zune', 'HD', 'Bed', 'Part', 'Raining', 'Come', 'Mister', 'Sun']"
18117,1965891379,fun,LauraA22is missing the fun she had with @Sylars_Army at Eclipse 3  #SArmy #SArmy #SArmy,"['LauraA22is', 'missing', 'fun', 'Sylars_Army', 'Eclipse', 'SArmy', 'SArmy', 'SArmy']"
18132,1965893956,fun,Nursing my sick guniea pig back to health  and my cat is being jealous,"['Nursing', 'sick', 'guniea', 'pig', 'back', 'health', 'cat', 'jealous']"
18178,1965904347,fun,acsvxdcbgfn soccer now. shall see young phoebe after D: I don't want her dressed up though,"['acsvxdcbgfn', 'soccer', 'shall', 'see', 'young', 'phoebe', ""n't"", 'want', 'dressed', 'though']"
18218,1965914745,fun,"Um. Why can't I write smut tonight? I like smut. I want to write smut. Yet, nothing. No smut.","['Um', 'ca', ""n't"", 'write', 'smut', 'tonight', 'like', 'smut', 'want', 'write', 'smut', 'Yet', 'nothing', 'smut']"
18275,1965930776,fun,@caramp lol you saw where I was going with that...both of my last names are to common nothing special on me,"['caramp', 'lol', 'saw', 'going', '...', 'last', 'name', 'common', 'nothing', 'special']"
18402,1965959710,fun,Writing this paper is a lot harder then i thought . LOL,"['Writing', 'paper', 'lot', 'harder', 'thought', 'LOL']"
18416,1965963366,fun,Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than @ASU   Having fun so far!,"['Saw', 'UCLA', 'bookstore', '...', 'convinced', 'every', 'single', 'major', 'university', 'better', 'bookstore', 'ASU', 'fun', 'far']"
18430,1965966950,fun,I'm at the anime store iat rivercenter going crazy at all the Pokemon stuff. I wish I had money,"[""'m"", 'anime', 'store', 'iat', 'rivercenter', 'going', 'crazy', 'Pokemon', 'stuff', 'wish', 'money']"
18439,1965967874,fun,"Was outside playing ball with dogs, now all hot and sweaty","['outside', 'playing', 'ball', 'dog', 'hot', 'sweaty']"
18480,1965980007,fun,@laurabolger Lol what do you mean? I thought you were going to London for it? xD and it is yea  Xx,"['laurabolger', 'Lol', 'mean', 'thought', 'going', 'London', 'xD', 'yea', 'Xx']"
18483,1965980437,fun,wishing Ro was feeling better,"['wishing', 'Ro', 'feeling', 'better']"
18489,1965981189,fun,http://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK,"['http', '//twitpic.com/67x8k', 'FRIENDS', 'WORK']"
18573,1966001568,fun,@susansediqe soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I'm embarrassd of that a lil LOL,"['susansediqe', 'soooo', 'ppl', 'telling', 'went', 'tonite', 'show', 'Ive', 'dream', 'meeting', ""'m"", 'embarrassd', 'lil', 'LOL']"
18639,1966038607,fun,"Launching fitness video blog with @kimidreams next week, featuring Polar watches, can't afford @bodybugg 's 6 weeks, video every day!","['Launching', 'fitness', 'video', 'blog', 'kimidreams', 'next', 'week', 'featuring', 'Polar', 'watch', 'ca', ""n't"", 'afford', 'bodybugg', ""'s"", 'week', 'video', 'every', 'day']"
18688,1966051151,fun,"City Dippin iz u fun, so much eye candy out here...I remember y I miss  LOL","['City', 'Dippin', 'iz', 'u', 'fun', 'much', 'eye', 'candy', '...', 'remember', 'miss', 'LOL']"
18749,1966068781,fun,I'll probably have better photos up later today. Took some picks with my big camera too. Camera phone = blury camera,"[""'ll"", 'probably', 'better', 'photo', 'later', 'today', 'Took', 'pick', 'big', 'camera', 'Camera', 'phone', 'blury', 'camera']"
18752,1966069141,fun,"Dayum, tweets r coming fast, so likely missing a lot.    Plz DM, k?  Oh, is @rod_stewart 4 real?","['Dayum', 'tweet', 'r', 'coming', 'fast', 'likely', 'missing', 'lot', 'Plz', 'DM', 'k', 'Oh', 'rod_stewart', 'real']"
18861,1966095613,fun,@MariaV_ST vaca!! buuu sigo en el work,"['MariaV_ST', 'vaca', 'buuu', 'sigo', 'en', 'el', 'work']"
18862,1966095757,fun,@JammieAdams No you are not having my favorite drink without me  lol,"['JammieAdams', 'favorite', 'drink', 'without', 'lol']"
18923,1966109943,fun,"@staaceeyy weeooow, i feel fat.... i remember when i used to weigh that much  pfffffffffffffffffffffftttttttt long time ago, hahaha","['staaceeyy', 'weeooow', 'feel', 'fat', '....', 'remember', 'used', 'weigh', 'much', 'pfffffffffffffffffffffftttttttt', 'long', 'time', 'ago', 'hahaha']"
18939,1966114272,fun,Feeeel like ima die! Now on my way to rainforest.  !! I need a girls spa day ASAP!,"['Feeeel', 'like', 'ima', 'die', 'way', 'rainforest', 'need', 'girl', 'spa', 'day', 'ASAP']"
18995,1966128728,fun,did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!,"['get', 'go', 'see', 'Oh', 'well', 'ended', 'going', 'dinner', 'Blase', 'Bridget']"
19059,1966162648,fun,wishing i could go to CaBo tonight,"['wishing', 'could', 'go', 'CaBo', 'tonight']"
19064,1966163850,fun,"Oh, but Grease is on VH1! It's almost over, though  http://myloc.me/2215","['Oh', 'Grease', 'VH1', ""'s"", 'almost', 'though', 'http', '//myloc.me/2215']"
19115,1966179371,fun,On way to grab @DeejaySpider @ airport. Listenin to #thebeat. There's noooooo way @djflipout would play these mashups.... AVH would be,"['way', 'grab', 'DeejaySpider', 'airport', 'Listenin', 'thebeat', ""'s"", 'noooooo', 'way', 'djflipout', 'would', 'play', 'mashups', '....', 'AVH', 'would']"
19148,1966190984,fun,@Beauabroughton shud up! lol my device thing doesn't work,"['Beauabroughton', 'shud', 'lol', 'device', 'thing', ""n't"", 'work']"
19188,1966196916,fun,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,"['traffic', 'way', 'home', 'traffic', 'light', 'green.Im', 'afraidIowe', 'karma', 'big', 'check']"
19240,1966209836,fun,just got sold out from UP,"['got', 'sold']"
19250,1966212725,fun,joooooooooooooo!!!!!!!!!!!! studying!!!  to be readdy to go to the party!!!   If they let me go!!  jajaja I think yeaahh!!! \m/!!,"['joooooooooooooo', 'studying', 'readdy', 'go', 'party', 'let', 'go', 'jajaja', 'think', 'yeaahh', '\\m/']"
19262,1966215861,fun,"@DD714 Ahh man, and im off NEXT weekend","['DD714', 'Ahh', 'man', 'im', 'NEXT', 'weekend']"
19279,1966219921,fun,@BBKwieen all of em! Hahahahaha sry,"['BBKwieen', 'em', 'Hahahahaha', 'sry']"
19297,1966225227,fun,@WayneDaStar that's a mess  I'll look for it next week,"['WayneDaStar', ""'s"", 'mess', ""'ll"", 'look', 'next', 'week']"
19326,1966230558,fun,Fun Friday night planned...... Spent at work,"['Fun', 'Friday', 'night', 'planned', '......', 'Spent', 'work']"
19353,1966237909,fun,hi from chile!!! It's 9 deg C  winter's coming....cant wait for cali sun.,"['hi', 'chile', ""'s"", 'deg', 'C', 'winter', ""'s"", 'coming', '....', 'cant', 'wait', 'cali', 'sun']"
19366,1966242117,fun,@FenterZ hahaha your gonna beat me again  LOL at james sahal and his &quot;stunnerbum&quot;,"['FenterZ', 'hahaha', 'gon', 'na', 'beat', 'LOL', 'james', 'sahal', 'quot', 'stunnerbum', 'quot']"
19382,1966246334,fun,"Bought some little plastic personal wine bottles at Jewel, perfect for rooftop boozin'! Wish I didn't have to wait so long!","['Bought', 'little', 'plastic', 'personal', 'wine', 'bottle', 'Jewel', 'perfect', 'rooftop', 'boozin', 'Wish', ""n't"", 'wait', 'long']"
19406,1966252667,fun,@davidaldrich_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,"['davidaldrich_wx', 'see', 'color', 'sky', 'look', 'Philly', 'yellowish/orangeish/brownish', 'look', 'scary', 'lol']"
19411,1966258651,fun,@Atashas your sister would ! hahah thats so funny !! i thought you liked them,"['Atashas', 'sister', 'would', 'hahah', 'thats', 'funny', 'thought', 'liked']"
19446,1966266213,fun,@Anthony_y_Tony I had Pad Thai 3 times last night  ragoons LOL yumb,"['Anthony_y_Tony', 'Pad', 'Thai', 'time', 'last', 'night', 'ragoons', 'LOL', 'yumb']"
19469,1966269734,fun,The nocturnal serendipity... Kashmir is an important means to that end...,"['nocturnal', 'serendipity', '...', 'Kashmir', 'important', 'mean', 'end', '...']"
19502,1966278882,fun,poker night instead of kate voegele.... i guess it'll do....,"['poker', 'night', 'instead', 'kate', 'voegele', '....', 'guess', ""'ll"", '....']"
19504,1966279114,fun,@LizMyxx okay...just eat cookies &amp;&amp; not share with me lol,"['LizMyxx', 'okay', '...', 'eat', 'cooky', 'amp', 'amp', 'share', 'lol']"
19547,1966288117,fun,"a reply from @zackalltimelow would  make my life, he replies usually to the people who call him gay, then he tells them he willblok them","['reply', 'zackalltimelow', 'would', 'make', 'life', 'reply', 'usually', 'people', 'call', 'gay', 'tell', 'willblok']"
19585,1966297713,fun,"@momfluential That turtle on the side of the road just passed you, too.","['momfluential', 'turtle', 'side', 'road', 'passed']"
19694,1966327411,fun,@funkylovin ah mine is never home before 8   I handed off the kids and grabbed the bottle of malibu and a coke..momma getting drinky :para,"['funkylovin', 'ah', 'mine', 'never', 'home', 'handed', 'kid', 'grabbed', 'bottle', 'malibu', 'coke', '..', 'momma', 'getting', 'drinky', 'para']"
19706,1966330096,fun,"@shawnsafaridon lol, i've done that one b4  i'm a victim 2 that! lol","['shawnsafaridon', 'lol', ""'ve"", 'done', 'one', 'b4', ""'m"", 'victim', 'lol']"
19716,1966334069,fun,"i want to go out tonight, but i ain't go no money and no one to go with   any takers???","['want', 'go', 'tonight', 'ai', ""n't"", 'go', 'money', 'one', 'go', 'taker']"
19727,1966336204,fun,"@pleazurs Woot freaking hoo, tho Mad World isn't doing well on the iTunes top #100 chart.","['pleazurs', 'Woot', 'freaking', 'hoo', 'tho', 'Mad', 'World', ""n't"", 'well', 'iTunes', 'top', '100', 'chart']"
19752,1966345253,fun,"the good thing of having a fever is feeling cold, especially in such hot weather. I think I'm hallucinating lol  .","['good', 'thing', 'fever', 'feeling', 'cold', 'especially', 'hot', 'weather', 'think', ""'m"", 'hallucinating', 'lol']"
19818,1966358387,fun,@Jonasbrothers friends of mine just meet you today..... I can't wait until it is my turn,"['Jonasbrothers', 'friend', 'mine', 'meet', 'today', '.....', 'ca', ""n't"", 'wait', 'turn']"
19837,1966400948,fun,they were actually there omg apparently a relative of marc went to my school lol,"['actually', 'omg', 'apparently', 'relative', 'marc', 'went', 'school', 'lol']"
19853,1966405320,fun,I haven't gone sheesha smoking in a loooong time  Maybe tomorrow? &gt; *starts planning*,"[""n't"", 'gone', 'sheesha', 'smoking', 'loooong', 'time', 'Maybe', 'tomorrow', 'gt', 'start', 'planning']"
19865,1966408694,fun,@JESS_TRUESDALE lmao! you a mess.  Im gonna be in ATL in a few weeks,"['JESS_TRUESDALE', 'lmao', 'mess', 'Im', 'gon', 'na', 'ATL', 'week']"
20011,1693956727,fun,I'll go now.I'll watch teen nick!,"[""'ll"", 'go', 'now.I', ""'ll"", 'watch', 'teen', 'nick']"
20024,1693957402,fun,I cannot wait to go to FLORIDA!!,"['wait', 'go', 'FLORIDA']"
20032,1693957628,fun,All zombie songs are now dedicated to @HAMMER32  ? http://blip.fm/~5jbib,"['zombie', 'song', 'dedicated', 'HAMMER32', 'http', '//blip.fm/~5jbib']"
20047,1693958349,fun,@khodgkin1 Oh! Good idea about putting them on ice cream,"['khodgkin1', 'Oh', 'Good', 'idea', 'putting', 'ice', 'cream']"
20059,1693974979,fun,@mikebreed There's a reason why they're so cute at times - to prevent you from throwing them overboard when they scream every 2 hrs...,"['mikebreed', ""'s"", 'reason', ""'re"", 'cute', 'time', 'prevent', 'throwing', 'overboard', 'scream', 'every', 'hr', '...']"
20084,1693976069,fun,Can't wait for SYTYCD tour with Ashleighhh &amp; Izzayyy,"['Ca', ""n't"", 'wait', 'SYTYCD', 'tour', 'Ashleighhh', 'amp', 'Izzayyy']"
20089,1693976205,fun,@CeesDope_  ahhhhaaa bangbros.com! psshh nigga its all about onionbooty.com,"['CeesDope_', 'ahhhhaaa', 'bangbros.com', 'psshh', 'nigga', 'onionbooty.com']"
20108,1693976979,fun,"aaahhh, showers are great","['aaahhh', 'shower', 'great']"
20133,1693978045,fun,"omg, I never knew that Wikipedia also lists the shades of colours, it's cool","['omg', 'never', 'knew', 'Wikipedia', 'also', 'list', 'shade', 'colour', ""'s"", 'cool']"
20163,1693995083,fun,@SashaKane I am absolutely craving a brownie with ice cream right now. FedEx some over!,"['SashaKane', 'absolutely', 'craving', 'brownie', 'ice', 'cream', 'right', 'FedEx']"
20165,1693995093,fun,and these awesome tweeples too!  @xoNessCullenxo @xoJasperHalexo @xoEmmettC35xo @oxTanyaDenaliox @xoEsmeCullenxo,"['awesome', 'tweeples', 'xoNessCullenxo', 'xoJasperHalexo', 'xoEmmettC35xo', 'oxTanyaDenaliox', 'xoEsmeCullenxo']"
20190,1693995975,fun,@moonfrye LOL and that's why I use my iPod touch,"['moonfrye', 'LOL', ""'s"", 'use', 'iPod', 'touch']"
20191,1693995992,fun,hehe tweet time... bastos talaga chux,"['hehe', 'tweet', 'time', '...', 'bastos', 'talaga', 'chux']"
20206,1693996800,fun,"@DavidArchie if you don't mind, change your profile pic with a picture of you in UK. It'll be fun","['DavidArchie', ""n't"", 'mind', 'change', 'profile', 'pic', 'picture', 'UK', ""'ll"", 'fun']"
20230,1693997723,fun,@DavidArchie Yeahhh you do that lol,"['DavidArchie', 'Yeahhh', 'lol']"
20239,1693998122,fun,"@RealBillBailey haven't read that book, but heard of it. Feed, spay, love is a great motto for pet owners  although there is more involved","['RealBillBailey', ""n't"", 'read', 'book', 'heard', 'Feed', 'spay', 'love', 'great', 'motto', 'pet', 'owner', 'although', 'involved']"
20246,1693998597,fun,@robinmeure &gt; &quot;live Q&amp;A 24/7&quot;... definitely the best part of twitter for me,"['robinmeure', 'gt', 'quot', 'live', 'Q', 'amp', '24/7', 'quot', '...', 'definitely', 'best', 'part', 'twitter']"
20308,1694015536,fun,just watched JONAS. It was funny.,"['watched', 'JONAS', 'funny']"
20310,1694015577,fun,@damohopo Come to Rochester with me and Nikki. Beer and a Hog Roast always helps.,"['damohopo', 'Come', 'Rochester', 'Nikki', 'Beer', 'Hog', 'Roast', 'always', 'help']"
20312,1694015680,fun,@mariekehardy this will make you feel better. Will down a cocktail or 2 in your honour. Now get retorting  http://twitpic.com/4j91r,"['mariekehardy', 'make', 'feel', 'better', 'cocktail', 'honour', 'get', 'retorting', 'http', '//twitpic.com/4j91r']"
20313,1694015703,fun,badminton marathon tonight!  please cooperate feet!,"['badminton', 'marathon', 'tonight', 'please', 'cooperate', 'foot']"
20350,1694032499,fun,looking forward to coffee and driving tomorrow. really,"['looking', 'forward', 'coffee', 'driving', 'tomorrow', 'really']"
20378,1694033631,fun,"http://twitpic.com/4j95z - I don't know why, but I LOLd.","['http', '//twitpic.com/4j95z', ""n't"", 'know', 'LOLd']"
20380,1694033663,fun,@merdujapon Really all that? I'll look for it and will report back,"['merdujapon', 'Really', ""'ll"", 'look', 'report', 'back']"
20388,1694033898,fun,Joey's getting a new lizard... This should be fun  x,"['Joey', ""'s"", 'getting', 'new', 'lizard', '...', 'fun', 'x']"
20427,1694035419,fun,@mnoxon The fans have found you!!,"['mnoxon', 'fan', 'found']"
20436,1694035916,fun,Watching Dr. Horrible with @Bobwieck. @jenhansen don't be mad!,"['Watching', 'Dr.', 'Horrible', 'Bobwieck', 'jenhansen', ""n't"", 'mad']"
20440,1694035998,fun,Weekend is over :\ Hope you all had a great weekend,"['Weekend', 'Hope', 'great', 'weekend']"
20446,1694051027,fun,Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss'd!,"['Sleepy', 'Tabz', 'heading', 'bed', 'Fun', 'night', 'Listened', 'next', 'episode', 'Joss', ""'d""]"
20465,1694051794,fun,toodaayy!,['toodaayy']
20467,1694051864,fun,@amber_benson Looks like fun doing the Macarena with a live band!,"['amber_benson', 'Looks', 'like', 'fun', 'Macarena', 'live', 'band']"
20473,1694052149,fun,"I know what would make me really tired, put me to sleep and I would sleep good!  ...RICE!!! Lmao!","['know', 'would', 'make', 'really', 'tired', 'put', 'sleep', 'would', 'sleep', 'good', '...', 'RICE', 'Lmao']"
20500,1694053154,fun,@thakkar I knw maan! i was gonna say the same thing. We both would become omelettes and others would become chapathis,"['thakkar', 'knw', 'maan', 'gon', 'na', 'say', 'thing', 'would', 'become', 'omelette', 'others', 'would', 'become', 'chapathis']"
20511,1694053377,fun,"@feedmecupcakes I just wanted to say, that you have the best screen name ever. That is all.","['feedmecupcakes', 'wanted', 'say', 'best', 'screen', 'name', 'ever']"
